hhid,child_sex,child_age,home_language,stories_songs,read,confident,how_well_demands,primary_cg_ed,ACE,state
17167121,Female,5,English,4-6 days,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,New Jersey
17167322,Female,5,English,Every day,4-6 days,Completely confident,Very well,Bachelor’s Degree,1,Idaho
17167530,Male,5,English,Every day,Every day,Mostly confident,Somewhat well,Doctorate,1,Alaska
17167648,Male,5,English,Every day,Every day,Completely confident,Very well,Master’s Degree,Exp 1 ACE,New Hampshire
17167769,Female,5,English,Every day,Every day,Completely confident,Somewhat well,Master’s Degree,1,Montana
17167782,Female,5,English,Every day,Every day,Completely confident,Very well,High School Graduate or GED,1,Arizona
17167800,Male,5,English,Every day,4-6 days,Completely confident,Very well,"Some College Credit, no Degree",Exp 2 ACE,Montana
17168070,Female,5,English,0 days,0 days,Completely confident,Very well,Master’s Degree,1,New Jersey
17168854,Female,5,English,4-6 days,4-6 days,Mostly confident,Very well,Bachelor’s Degree,Exp 1 ACE,North Carolina
17169282,Female,5,English,Every day,Every day,Completely confident,Very well,"Some College Credit, no Degree",Exp 2 ACE,Michigan
17169300,Female,5,English,1-3 days,4-6 days,Completely confident,Somewhat well,Associate Degree,1,Washington
17169432,Female,5,Other,Every day,Every day,Completely confident,Somewhat well,Bachelor’s Degree,1,California
